Postcode,"Avg asking price","Average £/sqft","Sales per month","Turnover (sale)","Avg asking rent (pm)","Avg yield","Turnover (rental)",3yr,"Crime rate",Population,Degree,"Avg. household income","Social rent",URL
BS22,"248,311",273,37,14,830,4.0,,4,73,"37,701",21,"39,100",7,https://propertydata.co.uk/draw?input=BS22
BS23,"193,639",206,28,6,699,4.3,72,10,204,"34,066",20,"31,700",17,https://propertydata.co.uk/draw?input=BS23
BS24,"266,453",257,22,9,897,4.0,,5,86,"19,035",21,"42,400",9,https://propertydata.co.uk/draw?input=BS24
BS25,"471,825",286,8,9,,,,5,40,"6,388",36,"45,100",6,https://propertydata.co.uk/draw?input=BS25
BS26,"437,673",253,5,7,,,,4,61,"4,933",37,"44,600",7,https://propertydata.co.uk/draw?input=BS26
BS27,"339,316",261,4,6,,,,4,74,"6,996",30,"43,400",8,https://propertydata.co.uk/draw?input=BS27
BS28,"591,722",309,2,3,,,,4,34,"3,339",41,"47,400",5,https://propertydata.co.uk/draw?input=BS28
BS29,"304,209",259,4,8,,,,4,70,"2,588",25,"42,400",7,https://propertydata.co.uk/draw?input=BS29
BS30,"335,645",308,16,9,,,,8,52,"30,091",23,"44,800",11,https://propertydata.co.uk/draw?input=BS30
BS31,"372,563",323,18,7,919,3.0,73,6,89,"19,954",28,"44,000",15,https://propertydata.co.uk/draw?input=BS31
BS32,"307,544",326,18,10,913,3.6,100,5,47,"24,543",32,"55,700",5,https://propertydata.co.uk/draw?input=BS32
BS34,"294,066",290,15,4,"1,259",5.1,52,7,124,"29,904",27,"45,300",16,https://propertydata.co.uk/draw?input=BS34
BS35,"402,748",313,15,10,893,2.7,,3,54,"21,918",36,"50,200",9,https://propertydata.co.uk/draw?input=BS35
BS36,"421,839",297,7,8,,,,5,40,"15,654",29,"47,600",9,https://propertydata.co.uk/draw?input=BS36
BS37,"304,633",296,33,14,941,3.7,100,10,67,"38,080",22,"44,900",7,https://propertydata.co.uk/draw?input=BS37
BS39,"335,632",264,13,10,,,,7,46,"15,391",28,"46,200",9,https://propertydata.co.uk/draw?input=BS39
BS40,"504,441",305,11,7,,,,7,41,"12,548",38,"49,200",7,https://propertydata.co.uk/draw?input=BS40
BS41,"532,307",346,5,8,,,,9,58,"6,120",22,"51,600",9,https://propertydata.co.uk/draw?input=BS41
BS48,"469,713",321,18,11,,,,2,44,"23,191",33,"47,200",7,https://propertydata.co.uk/draw?input=BS48
BS49,"358,892",281,7,5,,,,6,57,"11,776",33,"44,500",9,https://propertydata.co.uk/draw?input=BS49
CA1,"129,246",123,21,7,473,4.4,45,6,174,"24,515",18,"33,300",21,https://propertydata.co.uk/draw?input=CA1
CA2,"118,452",137,35,8,499,5.1,50,7,125,"39,646",16,"33,700",20,https://propertydata.co.uk/draw?input=CA2
CA3,"180,326",172,12,9,,,,6,135,"14,066",30,"40,400",7,https://propertydata.co.uk/draw?input=CA3
CA4,"302,120",188,7,5,,,,7,47,"9,189",21,"43,100",5,https://propertydata.co.uk/draw?input=CA4
CA5,"282,265",186,6,7,,,,6,37,"6,756",21,"42,000",5,https://propertydata.co.uk/draw?input=CA5
CA6,"204,920",156,5,4,,,,6,61,"8,842",24,"37,800",8,https://propertydata.co.uk/draw?input=CA6
CA7,"180,817",129,18,9,,,,6,50,"23,050",22,"36,800",15,https://propertydata.co.uk/draw?input=CA7
CA8,"264,371",154,7,5,,,,6,53,"10,213",31,"38,000",14,https://propertydata.co.uk/draw?input=CA8
CA9,"170,429",130,3,8,,,,6,60,"2,132",26,"40,600",14,https://propertydata.co.uk/draw?input=CA9
CA10,"266,815",184,13,10,,,,6,38,"13,927",26,"39,800",9,https://propertydata.co.uk/draw?input=CA10
CA11,"249,854",194,22,9,542,2.6,,4,83,"22,135",25,"37,700",13,https://propertydata.co.uk/draw?input=CA11
CA12,"375,355",297,7,10,,,,6,77,"8,045",34,"38,400",17,https://propertydata.co.uk/draw?input=CA12
CA13,"317,376",202,16,13,523,2.0,,5,53,"15,009",38,"46,100",11,https://propertydata.co.uk/draw?input=CA13
CA14,"119,479",119,27,11,451,4.5,,7,130,"35,830",16,"34,700",25,https://propertydata.co.uk/draw?input=CA14
CA15,"117,312",117,14,14,,,,5,84,"16,110",16,"33,100",25,https://propertydata.co.uk/draw?input=CA15
CA16,"265,327",183,4,8,,,,6,49,"6,155",26,"38,900",7,https://propertydata.co.uk/draw?input=CA16
CA17,"282,370",148,2,3,,,,6,53,"4,827",28,"39,500",9,https://propertydata.co.uk/draw?input=CA17
CA20,"218,316",155,2,6,,,,6,46,"3,311",34,"48,300",4,https://propertydata.co.uk/draw?input=CA20
CA22,"137,372",109,7,11,,,,6,98,"9,284",20,"39,600",21,https://propertydata.co.uk/draw?input=CA22
CA23,"79,823",105,2,8,,,,7,88,"1,492",20,"38,200",5,https://propertydata.co.uk/draw?input=CA23
CA25,"100,402",115,8,14,,,,8,111,"6,091",15,"38,200",28,https://propertydata.co.uk/draw?input=CA25
CA26,"133,211",114,4,8,,,,7,71,"3,608",19,"38,200",18,https://propertydata.co.uk/draw?input=CA26
CA27,,178,2,11,,,,6,25,"1,660",47,"48,300",4,https://propertydata.co.uk/draw?input=CA27
CA28,"138,955",126,30,14,507,4.4,27,4,106,"28,805",18,"37,200",21,https://propertydata.co.uk/draw?input=CA28
CB1,"457,825",495,27,5,"1,071",2.8,34,8,124,"48,571",53,"52,300",20,https://propertydata.co.uk/draw?input=CB1
CB2,"491,522",475,10,3,"1,456",3.6,47,7,251,"18,126",58,"58,300",22,https://propertydata.co.uk/draw?input=CB2
CB3,"574,066",501,8,5,"1,436",3.0,52,8,51,"16,083",58,"50,300",14,https://propertydata.co.uk/draw?input=CB3
CB4,"366,056",415,18,3,890,2.9,30,9,127,"41,844",50,"49,100",28,https://propertydata.co.uk/draw?input=CB4
CB5,"438,282",439,6,3,"1,140",3.1,38,8,153,"12,066",53,"47,200",32,https://propertydata.co.uk/draw?input=CB5
CB6,"305,008",269,24,7,917,3.6,100,9,61,"38,013",29,"47,700",14,https://propertydata.co.uk/draw?input=CB6
CB7,"300,313",270,19,6,908,3.6,48,8,83,"26,687",28,"46,700",15,https://propertydata.co.uk/draw?input=CB7
CB8,"306,926",251,21,5,932,3.6,51,8,86,"33,304",26,"44,700",16,https://propertydata.co.uk/draw?input=CB8
CB9,"274,507",256,18,10,764,3.3,63,7,92,"32,845",18,"43,400",17,https://propertydata.co.uk/draw?input=CB9
CB10,"465,669",354,11,9,"1,124",2.9,,10,63,"13,786",35,"52,100",15,https://propertydata.co.uk/draw?input=CB10
CB11,"428,267",359,12,7,990,2.8,,7,62,"17,750",34,"51,100",13,https://propertydata.co.uk/draw?input=CB11
CB21,"462,764",346,9,7,,,,10,46,"15,487",41,"53,200",15,https://propertydata.co.uk/draw?input=CB21
CB22,"444,160",393,17,13,"1,196",3.2,,6,48,"24,052",47,"53,600",16,https://propertydata.co.uk/draw?input=CB22
CB23,"340,153",329,26,12,971,3.4,,8,61,"30,940",54,"60,400",13,https://propertydata.co.uk/draw?input=CB23
CB24,"355,343",331,31,11,995,3.4,,10,62,"32,885",46,"55,000",12,https://propertydata.co.uk/draw?input=CB24
CB25,"358,105",320,11,9,,,,8,53,"17,795",35,"50,600",14,https://propertydata.co.uk/draw?input=CB25
CF3,"221,755",204,17,6,757,4.1,,11,128,"41,998",19,"34,100",29,https://propertydata.co.uk/draw?input=CF3
CF5,"248,303",248,39,9,753,3.6,51,10,119,"66,000",26,"35,100",24,https://propertydata.co.uk/draw?input=CF5
CF10,"178,576",233,6,1,861,5.8,38,12,570,"15,458",36,"44,300",19,https://propertydata.co.uk/draw?input=CF10
CF11,"213,056",241,20,3,773,4.4,54,11,178,"36,147",33,"37,000",18,https://propertydata.co.uk/draw?input=CF11
CF14,"314,275",255,44,7,877,3.3,40,12,79,"77,763",39,"50,700",10,https://propertydata.co.uk/draw?input=CF14
CF15,"328,867",267,11,8,,,,11,60,"17,987",43,"47,900",9,https://propertydata.co.uk/draw?input=CF15
CF23,"348,231",244,20,5,804,2.8,42,9,90,"46,988",33,"48,200",10,https://propertydata.co.uk/draw?input=CF23
CF24,"198,409",151,20,1,"1,026",6.2,31,12,176,"55,151",33,"35,900",17,https://propertydata.co.uk/draw?input=CF24
CF31,"203,269",172,35,14,657,3.9,,14,118,"44,787",27,"46,400",15,https://propertydata.co.uk/draw?input=CF31
CF32,"176,076",135,22,14,,,,11,103,"29,897",24,"33,900",16,https://propertydata.co.uk/draw?input=CF32
CF33,"151,695",139,7,7,,,,12,106,"14,645",20,"32,400",23,https://propertydata.co.uk/draw?input=CF33
CF34,"111,692",100,9,7,,,,11,101,"20,614",16,"30,800",13,https://propertydata.co.uk/draw?input=CF34
CF35,"249,606",187,15,10,,,,11,78,"16,356",26,"41,600",8,https://propertydata.co.uk/draw?input=CF35
CF36,"317,986",207,10,9,,,,13,84,"15,843",31,"42,700",5,https://propertydata.co.uk/draw?input=CF36
CF37,"131,558",121,19,3,904,8.2,27,12,118,"38,309",20,"27,600",16,https://propertydata.co.uk/draw?input=CF37
CF38,"242,528",185,14,14,,,,12,77,"23,088",29,"34,800",8,https://propertydata.co.uk/draw?input=CF38
CF39,"138,842",105,18,11,,,,12,96,"28,840",14,"28,400",17,https://propertydata.co.uk/draw?input=CF39
CF40,"111,012",84,15,11,,,,15,113,"20,540",13,"25,700",12,https://propertydata.co.uk/draw?input=CF40
CF41,"107,681",84,7,9,,,,12,109,"10,724",15,"25,200",10,https://propertydata.co.uk/draw?input=CF41
CF42,"109,598",80,9,11,,,,14,88,"13,423",15,"26,900",10,https://propertydata.co.uk/draw?input=CF42
CF43,"81,748",65,7,9,,,,11,117,"11,884",11,"22,400",17,https://propertydata.co.uk/draw?input=CF43
CF44,"127,613",105,24,10,499,4.7,,11,119,"39,183",19,"29,000",17,https://propertydata.co.uk/draw?input=CF44
CF45,"104,838",86,10,7,,,,11,110,"19,548",13,"22,200",16,https://propertydata.co.uk/draw?input=CF45
CF46,"154,968",132,8,9,,,,11,71,"14,291",19,"35,100",13,https://propertydata.co.uk/draw?input=CF46
CF47,"133,689",105,7,8,,,,12,164,"21,952",16,"31,600",25,https://propertydata.co.uk/draw?input=CF47
CF48,"164,846",111,12,11,,,,11,113,"26,998",17,"32,300",20,https://propertydata.co.uk/draw?input=CF48
CF61,"326,150",222,4,5,,,,11,59,"9,771",28,"46,600",8,https://propertydata.co.uk/draw?input=CF61
CF62,"248,879",189,33,11,759,3.7,51,13,101,"41,681",22,"41,200",15,https://propertydata.co.uk/draw?input=CF62
CF63,"160,391",146,13,9,,,,12,141,"21,734",17,"33,800",20,https://propertydata.co.uk/draw?input=CF63
CF64,"342,996",261,19,4,811,2.8,43,12,76,"36,347",37,"47,900",9,https://propertydata.co.uk/draw?input=CF64
CF71,"475,993",277,6,6,,,,11,47,"8,906",47,"54,100",4,https://propertydata.co.uk/draw?input=CF71
CF72,"254,644",192,15,6,685,3.2,,12,77,"26,110",32,"35,900",12,https://propertydata.co.uk/draw?input=CF72
CF81,"124,418",97,6,8,,,,10,117,"16,329",16,"23,700",22,https://propertydata.co.uk/draw?input=CF81
CF82,"193,013",149,4,5,,,,10,99,"20,162",21,"34,100",15,https://propertydata.co.uk/draw?input=CF82
CF83,"205,367",194,29,8,665,3.9,52,12,95,"55,303",21,"32,600",18,https://propertydata.co.uk/draw?input=CF83
CH1,"215,517",226,17,4,716,4.0,22,17,213,"30,521",28,"36,100",29,https://propertydata.co.uk/draw?input=CH1
CH2,"265,455",239,33,10,740,3.3,37,16,88,"34,312",36,"44,100",11,https://propertydata.co.uk/draw?input=CH2
CH3,"333,907",258,34,10,716,2.6,44,14,53,"32,090",39,"47,200",7,https://propertydata.co.uk/draw?input=CH3
CH4,"263,195",218,28,8,744,3.4,31,14,80,"32,583",32,"46,600",15,https://propertydata.co.uk/draw?input=CH4
CH5,"196,057",172,19,6,680,4.2,100,15,111,"42,432",19,"38,500",15,https://propertydata.co.uk/draw?input=CH5
CH6,"184,104",157,11,12,,,,14,113,"16,686",15,"32,800",23,https://propertydata.co.uk/draw?input=CH6
CH7,"221,284",190,32,9,647,3.5,33,14,70,"50,253",27,"43,900",11,https://propertydata.co.uk/draw?input=CH7
CH8,"202,098",147,13,8,,,,14,122,"20,493",20,"36,600",18,https://propertydata.co.uk/draw?input=CH8
CH41,"102,732",95,14,8,526,6.1,22,16,371,"18,612",14,"30,600",41,https://propertydata.co.uk/draw?input=CH41
CH42,"138,793",112,15,9,507,4.4,79,14,131,"31,268",18,"33,000",22,https://propertydata.co.uk/draw?input=CH42
CH43,"197,563",161,31,12,538,3.3,30,17,74,"38,582",24,"38,200",21,https://propertydata.co.uk/draw?input=CH43
CH44,"143,831",116,21,12,489,4.1,22,17,136,"29,995",16,"33,400",19,https://propertydata.co.uk/draw?input=CH44
CH45,"194,987",151,24,11,529,3.3,34,15,82,"30,795",26,"39,200",5,https://propertydata.co.uk/draw?input=CH45
CH46,"197,082",159,16,13,,,,15,81,"25,225",17,"37,400",17,https://propertydata.co.uk/draw?input=CH46
CH47,"332,940",210,10,12,,,,15,61,"10,998",40,"45,400",3,https://propertydata.co.uk/draw?input=CH47
CH48,"355,431",241,10,8,,,,16,67,"15,271",42,"46,200",5,https://propertydata.co.uk/draw?input=CH48
CH49,"227,220",188,23,19,,,,13,77,"28,891",23,"38,700",13,https://propertydata.co.uk/draw?input=CH49
CH60,"476,106",255,14,8,,,,14,38,"13,256",47,"51,100",2,https://propertydata.co.uk/draw?input=CH60
CH61,"284,860",207,20,16,,,,13,36,"17,323",32,"43,400",7,https://propertydata.co.uk/draw?input=CH61
CH62,"185,926",192,23,14,,,,14,89,"28,646",24,"39,400",14,https://propertydata.co.uk/draw?input=CH62
CH63,"260,121",191,21,16,,,,15,50,"30,558",30,"45,300",8,https://propertydata.co.uk/draw?input=CH63
CH64,"448,605",224,20,21,,,,16,57,"19,025",36,"44,600",14,https://propertydata.co.uk/draw?input=CH64
CH65,"172,684",148,15,10,607,4.2,,14,185,"26,409",14,"35,100",29,https://propertydata.co.uk/draw?input=CH65
CH66,"243,781",185,27,14,612,3.0,,15,69,"35,057",20,"42,100",10,https://propertydata.co.uk/draw?input=CH66
CM0,"411,867",284,19,10,847,2.5,,7,80,"15,962",21,"43,600",10,https://propertydata.co.uk/draw?input=CM0
CM1,"350,515",370,40,7,"1,019",3.5,50,7,150,"62,623",30,"49,200",18,https://propertydata.co.uk/draw?input=CM1
CM2,"333,256",341,40,7,"1,015",3.7,44,7,115,"58,250",31,"51,800",12,https://propertydata.co.uk/draw?input=CM2
CM3,"470,598",355,42,12,"1,099",2.8,47,5,68,"53,817",28,"50,700",9,https://propertydata.co.uk/draw?input=CM3
CM4,"678,333",458,10,6,967,1.7,7,8,81,"10,032",30,"50,400",11,https://propertydata.co.uk/draw?input=CM4
CM5,"599,197",401,8,6,"1,386",2.8,,8,92,"10,535",23,"46,400",16,https://propertydata.co.uk/draw?input=CM5
CM6,"456,399",345,23,8,976,2.6,,8,79,"24,925",26,"49,800",13,https://propertydata.co.uk/draw?input=CM6
CM7,"297,087",299,37,7,886,3.6,83,8,123,"48,666",20,"43,900",18,https://propertydata.co.uk/draw?input=CM7
CM8,"279,318",310,20,8,861,3.7,100,9,103,"33,010",21,"43,800",21,https://propertydata.co.uk/draw?input=CM8
CM9,"381,138",337,25,11,902,2.8,,5,77,"33,202",25,"45,100",11,https://propertydata.co.uk/draw?input=CM9
CM11,"553,219",395,22,12,"1,302",2.8,,9,57,"19,283",27,"53,000",7,https://propertydata.co.uk/draw?input=CM11
CM12,"488,923",434,19,9,"1,065",2.6,,9,69,"20,042",31,"53,100",7,https://propertydata.co.uk/draw?input=CM12
CM13,"484,090",453,18,6,"1,353",3.4,50,8,93,"24,715",32,"52,400",13,https://propertydata.co.uk/draw?input=CM13
CM14,"374,142",463,18,3,"1,166",3.7,93,6,154,"19,442",32,"49,100",12,https://propertydata.co.uk/draw?input=CM14
CM15,"517,058",438,20,7,"1,180",2.7,59,8,97,"23,277",29,"53,200",10,https://propertydata.co.uk/draw?input=CM15
CM16,"600,324",491,18,6,"1,233",2.5,48,6,111,"22,211",28,"48,700",14,https://propertydata.co.uk/draw?input=CM16
CM17,"408,671",372,26,10,"1,221",3.6,,6,98,"21,268",18,"46,200",18,https://propertydata.co.uk/draw?input=CM17
CM18,"292,059",307,9,7,"1,100",4.5,,7,150,"24,257",14,"39,300",36,https://propertydata.co.uk/draw?input=CM18
CM19,"329,796",312,11,9,"1,059",3.9,,8,132,"19,307",19,"42,000",28,https://propertydata.co.uk/draw?input=CM19
CM20,"283,322",332,6,4,935,4.0,55,9,288,"21,144",18,"39,500",38,https://propertydata.co.uk/draw?input=CM20
CM21,"389,641",397,11,7,968,3.0,,8,61,"10,865",30,"49,300",8,https://propertydata.co.uk/draw?input=CM21
CM22,"539,788",348,10,9,,,,8,80,"13,712",30,"51,900",11,https://propertydata.co.uk/draw?input=CM22
CM23,"431,601",414,39,9,"1,081",3.0,43,7,80,"40,376",34,"52,600",10,https://propertydata.co.uk/draw?input=CM23
CM24,"457,961",380,8,8,979,2.6,,9,258,"6,752",31,"53,000",12,https://propertydata.co.uk/draw?input=CM24
CM77,"393,559",322,14,13,,,,9,80,"15,473",20,"51,700",10,https://propertydata.co.uk/draw?input=CM77
CO1,"208,284",257,15,5,791,4.6,57,8,332,"15,332",29,"43,200",17,https://propertydata.co.uk/draw?input=CO1
CO2,"229,098",255,23,5,865,4.5,23,8,161,"33,466",24,"43,600",19,https://propertydata.co.uk/draw?input=CO2
CO3,"343,648",296,28,9,897,3.1,44,9,109,"28,486",31,"47,100",9,https://propertydata.co.uk/draw?input=CO3
CO4,"271,828",284,27,5,"1,059",4.7,25,7,133,"47,821",27,"44,300",19,https://propertydata.co.uk/draw?input=CO4
CO5,"419,471",313,28,12,873,2.5,,10,68,"28,207",25,"45,100",8,https://propertydata.co.uk/draw?input=CO5
CO6,"408,866",302,21,8,824,2.4,,7,58,"28,519",32,"48,500",10,https://propertydata.co.uk/draw?input=CO6
CO7,"332,785",290,27,7,"1,156",4.2,40,9,56,"32,906",25,"43,700",6,https://propertydata.co.uk/draw?input=CO7
CO9,"342,005",277,19,10,804,2.8,,7,80,"25,162",21,"43,000",16,https://propertydata.co.uk/draw?input=CO9
CO10,"310,009",287,40,8,820,3.2,100,7,79,"46,602",23,"42,300",15,https://propertydata.co.uk/draw?input=CO10
CO11,"364,436",285,14,9,,,,9,64,"12,978",26,"45,500",10,https://propertydata.co.uk/draw?input=CO11
CO12,"249,786",203,18,8,755,3.6,60,8,140,"22,251",15,"38,800",13,https://propertydata.co.uk/draw?input=CO12
CO13,"381,860",277,20,19,,,,9,72,"12,279",20,"37,600",3,https://propertydata.co.uk/draw?input=CO13
CO14,"309,391",242,8,13,,,,9,86,"6,660",14,"36,400",11,https://propertydata.co.uk/draw?input=CO14
CO15,"219,693",227,40,8,724,4.0,58,8,194,"43,475",11,"32,200",6,https://propertydata.co.uk/draw?input=CO15
CO16,"274,162",252,19,7,,,,7,121,"23,589",13,"35,300",12,https://propertydata.co.uk/draw?input=CO16
CR0,"348,790",437,70,3,"1,145",3.9,46,5,148,"153,811",30,"50,600",24,https://propertydata.co.uk/draw?input=CR0
CR2,"373,806",438,38,6,"1,156",3.7,42,6,70,"48,427",36,"59,700",9,https://propertydata.co.uk/draw?input=CR2
CR3,"361,897",414,26,7,"1,197",4.0,77,5,82,"28,748",33,"58,000",10,https://propertydata.co.uk/draw?input=CR3
CR4,"396,363",456,22,4,"1,121",3.4,38,6,119,"58,286",26,"49,000",26,https://propertydata.co.uk/draw?input=CR4
CR5,"531,468",430,31,12,"1,348",3.0,43,5,73,"28,764",31,"60,400",10,https://propertydata.co.uk/draw?input=CR5
CR6,"578,614",430,10,10,,,,5,70,"9,881",31,"55,900",9,https://propertydata.co.uk/draw?input=CR6
CR7,"386,614",399,14,3,956,3.0,27,3,146,"44,620",28,"49,100",17,https://propertydata.co.uk/draw?input=CR7
CR8,"446,255",418,22,5,"1,316",3.5,52,5,83,"32,305",39,"61,500",9,https://propertydata.co.uk/draw?input=CR8
CT1,"279,234",321,18,2,"1,285",5.5,29,9,253,"29,688",32,"43,100",24,https://propertydata.co.uk/draw?input=CT1
CT2,"316,755",326,18,2,"1,432",5.4,29,7,99,"31,022",29,"41,900",17,https://propertydata.co.uk/draw?input=CT2
CT3,"373,704",291,14,8,,,,10,79,"17,465",26,"45,400",16,https://propertydata.co.uk/draw?input=CT3
CT4,"470,403",306,16,9,"1,191",3.0,,7,78,"16,591",35,"54,000",7,https://propertydata.co.uk/draw?input=CT4
CT5,"425,336",363,35,9,958,2.7,68,8,91,"32,988",27,"43,900",8,https://propertydata.co.uk/draw?input=CT5
CT6,"336,665",321,34,9,822,2.9,50,7,94,"38,592",20,"38,800",8,https://propertydata.co.uk/draw?input=CT6
CT7,"326,097",310,17,12,,,,8,71,"11,534",20,"37,000",6,https://propertydata.co.uk/draw?input=CT7
CT8,"292,789",244,6,6,935,3.8,,7,110,"7,368",20,"34,400",10,https://propertydata.co.uk/draw?input=CT8
CT9,"240,341",239,37,8,783,3.9,73,6,237,"43,148",16,"35,200",15,https://propertydata.co.uk/draw?input=CT9
CT10,"390,761",314,26,7,981,3.0,100,9,103,"24,885",26,"39,700",7,https://propertydata.co.uk/draw?input=CT10
CT11,"258,485",244,27,7,877,4.1,48,7,195,"29,228",19,"37,400",11,https://propertydata.co.uk/draw?input=CT11
CT12,"322,889",265,14,10,,,,8,156,"17,769",16,"37,800",26,https://propertydata.co.uk/draw?input=CT12
CT13,"436,044",275,7,10,,,,8,83,"8,671",29,"44,100",14,https://propertydata.co.uk/draw?input=CT13
CT14,"339,161",296,32,10,834,3.0,,7,93,"35,231",24,"40,400",11,https://propertydata.co.uk/draw?input=CT14
CT15,"414,810",285,8,6,,,,9,60,"13,205",19,"45,100",9,https://propertydata.co.uk/draw?input=CT15
CT16,"262,498",233,13,6,655,3.0,,7,189,"19,778",17,"39,200",19,https://propertydata.co.uk/draw?input=CT16
CT17,"212,255",213,16,8,689,3.9,,6,166,"21,761",16,"39,000",18,https://propertydata.co.uk/draw?input=CT17
CT18,"399,009",279,15,14,,,,7,87,"14,357",20,"49,000",10,https://propertydata.co.uk/draw?input=CT18
CT19,"247,597",235,17,11,783,3.8,,8,132,"28,440",18,"41,400",15,https://propertydata.co.uk/draw?input=CT19
CT20,"241,221",257,17,6,766,3.8,100,6,226,"22,302",22,"38,000",10,https://propertydata.co.uk/draw?input=CT20
CT21,"451,538",318,17,13,,,,7,73,"17,203",28,"42,500",10,https://propertydata.co.uk/draw?input=CT21
CV1,"166,069",143,6,,832,6.0,17,2,211,"30,866",22,"30,900",30,https://propertydata.co.uk/draw?input=CV1
CV2,"189,110",198,32,4,811,5.1,13,4,114,"63,151",19,"37,700",21,https://propertydata.co.uk/draw?input=CV2
CV3,"225,722",225,34,4,840,4.5,19,5,83,"63,643",26,"40,600",15,https://propertydata.co.uk/draw?input=CV3
CV4,"256,881",242,22,4,"1,242",5.8,34,3,96,"32,743",30,"40,100",27,https://propertydata.co.uk/draw?input=CV4
CV5,"249,226",235,40,5,843,4.1,25,3,65,"46,725",28,"44,600",4,https://propertydata.co.uk/draw?input=CV5
CV6,"192,931",197,46,9,729,4.5,34,4,103,"86,314",18,"36,700",15,https://propertydata.co.uk/draw?input=CV6
CV7,"347,351",259,17,6,859,3.0,37,3,101,"27,633",21,"46,300",9,https://propertydata.co.uk/draw?input=CV7
CV8,"360,358",326,22,6,809,2.7,33,2,57,"30,759",34,"50,700",8,https://propertydata.co.uk/draw?input=CV8
CV9,"330,893",218,16,7,604,2.2,31,1,106,"21,268",18,"39,500",18,https://propertydata.co.uk/draw?input=CV9
CV10,"208,150",197,39,10,671,3.9,57,3,133,"49,973",16,"38,900",16,https://propertydata.co.uk/draw?input=CV10
CV11,"258,367",216,42,14,611,2.8,29,3,131,"39,525",23,"40,900",11,https://propertydata.co.uk/draw?input=CV11
CV12,"207,143",186,25,13,,,,4,108,"31,503",16,"37,700",16,https://propertydata.co.uk/draw?input=CV12
CV13,"414,742",242,9,8,857,2.5,,3,48,"10,552",28,"46,500",9,https://propertydata.co.uk/draw?input=CV13
